Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP
Zeki Amdouni,ch SUI,FW,22.0,34.0,27,1953.0,21.7,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,5.8,5.0,1.4,6.5,63.0,49.0,93.0,0.23,0.05,0.28,0.18,0.23,0.27,0.07,0.33,0.23,0.3,Matches,Burnley,,,,,,,,,,,,,,,,,5.0,48.0,21.0,43.8,2.21,0.97,0.08,0.19,17.8,0.0,1.0,1.0,5.8,5.0,0.1,-0.8,-1.0,396,500,79.2,6229,1153,216,265,81.5,141,161,87.6,24,35,68.6,1,1.4,1.3,-0.4,16,28,9,0,49
Vitinho,br BRA,"DF,MF",24.0,32.0,26,2314.0,25.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,1.3,2.9,59.0,66.0,110.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,25.0,4.0,16.0,0.97,0.16,0.0,0.0,18.0,0.0,0.0,0.0,1.6,1.6,0.06,-1.6,-1.6,715,994,71.9,11588,3536,373,445,83.8,282,398,70.9,45,84,53.6,2,1.3,1.2,+0.7,11,56,19,4,66
Charlie Taylor,eng ENG,DF,29.0,28.0,25,2331.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.2,0.2,1.2,1.5,36.0,82.0,81.0,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,10.0,1.0,10.0,0.39,0.04,0.1,1.0,25.8,0.0,0.0,0.0,0.2,0.2,0.02,0.8,0.8,995,1312,75.8,16535,5292,520,590,88.1,380,488,77.9,76,169,45.0,1,1.2,1.7,-0.2,15,69,19,14,82
Wilson Odobert,fr FRA,"MF,FW",18.0,29.0,25,2098.0,23.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.8,2.8,3.3,6.1,102.0,58.0,123.0,0.13,0.09,0.21,0.13,0.21,0.12,0.14,0.26,0.12,0.26,Matches,Burnley,,,,,,,,,,,,,,,,,3.0,49.0,14.0,28.6,2.1,0.6,0.06,0.21,19.4,0.0,0.0,0.0,2.8,2.8,0.06,0.2,0.2,446,584,76.4,6236,1559,285,330,86.4,134,173,77.5,16,31,51.6,2,3.3,3.6,-1.3,31,34,19,5,58
Josh Brownhill,eng ENG,MF,27.0,33.0,23,2252.0,25.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,1.9,1.9,2.1,4.0,19.0,90.0,36.0,0.16,0.08,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.16,Matches,Burnley,,,,,,,,,,,,,,,,,4.0,28.0,11.0,39.3,1.12,0.44,0.14,0.36,21.8,0.0,0.0,0.0,1.9,1.9,0.07,2.1,2.1,850,1106,76.9,13206,3449,451,532,84.8,311,393,79.1,55,114,48.2,2,2.1,2.1,-0.1,34,71,16,0,90
Josh Cullen,ie IRL,MF,27.0,25.0,23,2057.0,22.9,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,0.6,0.6,1.8,2.4,22.0,123.0,22.0,0.09,0.13,0.22,0.09,0.22,0.03,0.08,0.11,0.03,0.11,Matches,Burnley,,,,,,,,,,,,,,,,,2.0,16.0,5.0,31.3,0.7,0.22,0.13,0.4,22.8,0.0,0.0,0.0,0.6,0.6,0.04,1.4,1.4,1173,1373,85.4,18812,4917,617,667,92.5,466,521,89.4,69,127,54.3,3,1.8,2.3,+1.2,26,119,17,3,123
Lyle Foster,za RSA,"FW,MF",22.0,24.0,22,1899.0,21.1,5.0,3.0,8.0,5.0,0.0,0.0,0.0,1.0,4.5,4.5,1.9,6.4,55.0,37.0,104.0,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3,Matches,Burnley,,,,,,,,,,,,,,,,,5.0,34.0,16.0,47.1,1.61,0.76,0.15,0.31,14.6,0.0,0.0,0.0,4.5,4.5,0.13,0.5,0.5,312,461,67.7,4471,835,197,268,73.5,91,124,73.4,14,20,70.0,3,1.9,1.3,+1.1,19,21,12,0,37
Jacob Bruun Larsen,dk DEN,"MF,FW",24.0,32.0,16,1249.0,13.9,6.0,0.0,6.0,5.0,1.0,1.0,1.0,0.0,5.0,4.2,1.5,5.7,61.0,38.0,146.0,0.43,0.0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41,Matches,Burnley,,,,,,,,,,,,,,,,,6.0,43.0,14.0,32.6,3.1,1.01,0.12,0.36,19.2,11.0,1.0,1.0,5.0,4.2,0.1,1.0,0.8,378,526,71.9,6208,1406,208,257,80.9,120,162,74.1,39,64,60.9,0,1.5,1.8,-1.5,25,12,13,2,38
Maxime Estève,fr FRA,DF,21.0,16.0,15,1309.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.0,0.3,15.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,7.0,0.0,0.0,0.48,0.0,0.0,,19.1,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3,690,821,84.0,11622,2998,308,343,89.8,336,371,90.6,36,79,45.6,0,0.0,0.2,0.0,1,41,0,0,40
Lorenz Assignon,tg TOG,DF,23.0,15.0,15,1234.0,13.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,2.6,3.0,38.0,34.0,57.0,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,9.0,4.0,44.4,0.66,0.29,0.11,0.25,22.1,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,352,485,72.6,5411,1984,182,225,80.9,152,194,78.4,10,31,32.3,2,2.6,1.6,-0.6,13,16,10,5,34
Jordan Beyer,de GER,DF,23.0,15.0,15,1234.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,9.0,25.0,1.0,0.0,0.07,0.07,0.0,0.07,0.04,0.02,0.06,0.04,0.06,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,0.36,0.0,0.0,,8.2,0.0,0.0,0.0,0.5,0.5,0.1,-0.5,-0.5,766,861,89.0,14232,3759,270,298,90.6,421,446,94.4,64,92,69.6,1,0.3,0.2,+0.7,3,28,1,0,25
Luca Koleosho,it ITA,"MF,FW",18.0,15.0,13,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,23.0,5.0,21.7,2.13,0.46,0.04,0.2,18.5,0.0,0.0,0.0,2.0,2.0,0.09,-1.0,-1.0,192,274,70.1,2509,475,126,153,82.4,56,79,70.9,2,9,22.2,1,1.3,1.1,-0.3,11,9,6,2,19
Jóhann Berg Guðmundsson,is ISL,"MF,FW",32.0,26.0,12,1192.0,13.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,2.7,4.5,13.0,59.0,69.0,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,15.0,6.0,40.0,1.13,0.45,0.07,0.17,15.6,1.0,0.0,0.0,1.9,1.9,0.12,-0.9,-0.9,396,544,72.8,7505,2234,164,184,89.1,159,203,78.3,61,124,49.2,3,2.7,2.5,+0.3,35,36,18,6,59
Ameen Al-Dakhil,be BEL,DF,21.0,13.0,12,1056.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,1.4,7.0,35.0,9.0,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,8.0,3.0,37.5,0.68,0.26,0.13,0.33,16.0,0.0,0.0,0.0,1.3,1.3,0.16,-0.3,-0.3,537,637,84.3,9642,2939,208,220,94.5,280,321,87.2,42,77,54.5,0,0.1,0.6,-0.1,2,13,2,0,35
Arijanet Muric,xk KVX,GK,24.0,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Burnley,,16.0,1.6,78.0,62.0,80.8,2.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,404,585,69.1,11273,8376,67,68,98.5,196,207,94.7,140,302,46.4,0,0.2,0.1,-0.2,4,16,1,0,1
David Datro Fofana,ci CIV,FW,20.0,15.0,10,879.0,9.8,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.5,4.5,1.8,6.4,21.0,15.0,39.0,0.41,0.1,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65,Matches,Burnley,,,,,,,,,,,,,,,,,4.0,19.0,10.0,52.6,1.95,1.02,0.21,0.4,14.0,0.0,0.0,0.0,4.5,4.5,0.24,-0.5,-0.5,117,173,67.6,1574,343,67,94,71.3,36,49,73.5,5,6,83.3,1,1.8,0.3,-0.8,8,9,5,1,15
Connor Roberts,wls WAL,DF,27.0,14.0,8,823.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.2,0.2,6.0,38.0,13.0,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,395,495,79.8,6987,2370,162,182,89.0,194,222,87.4,34,67,50.7,1,0.2,0.4,+0.8,7,32,8,2,38
Jay Rodriguez,eng ENG,FW,34.0,21.0,7,822.0,9.1,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.5,2.7,0.2,2.9,2.0,17.0,28.0,0.22,0.11,0.33,0.11,0.22,0.38,0.02,0.4,0.3,0.32,Matches,Burnley,,,,,,,,,,,,,,,,,2.0,21.0,7.0,33.3,2.3,0.77,0.05,0.14,12.9,0.0,1.0,1.0,3.5,2.7,0.13,-1.5,-1.7,142,216,65.7,1958,396,89,119,74.8,36,52,69.2,9,27,33.3,1,0.2,0.1,+0.8,4,16,2,0,17
Hannes Delcroix,be BEL,DF,24.0,12.0,5,589.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,2.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,4.0,2.0,50.0,0.61,0.31,0.0,0.0,11.2,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4,300,350,85.7,4932,1666,145,155,93.5,135,154,87.7,16,31,51.6,0,0.2,0.1,-0.2,4,24,3,2,18
Aaron Ramsey,eng ENG,"MF,FW",20.0,14.0,5,527.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,6.0,2.0,33.3,1.02,0.34,0.0,0.0,16.5,0.0,0.0,0.0,0.3,0.3,0.06,-0.3,-0.3,118,151,78.1,1856,224,71,84,84.5,37,46,80.4,9,10,90.0,0,0.4,0.5,-0.4,1,7,2,0,8
Hjalmar Ekdal,se SWE,DF,24.0,8.0,5,437.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,2.0,1.0,50.0,0.41,0.21,0.0,0.0,16.4,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,191,217,88.0,3404,938,66,71,93.0,109,120,90.8,12,17,70.6,0,0.1,0.0,-0.1,1,8,0,0,11
Mike Trésor,be BEL,"FW,MF",24.0,16.0,3,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,15.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.18,0.1,0.18,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,1.07,0.0,0.0,,19.7,1.0,0.0,0.0,0.5,0.5,0.09,-0.5,-0.5,120,180,66.7,1614,462,73,86,84.9,32,52,61.5,4,19,21.1,0,0.4,0.5,-0.4,7,6,2,0,10
Anass Zaroury,ma MAR,"FW,MF",22.0,6.0,1,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,3.0,1.0,33.3,1.78,0.59,0.0,0.0,20.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,43,70,61.4,714,120,23,31,74.2,13,21,61.9,6,11,54.5,0,0.0,0.1,0.0,2,2,2,1,2
Benson Manuel,ao ANG,"MF,FW",26.0,8.0,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,4.0,2.0,50.0,3.1,1.55,0.0,0.0,24.0,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,48,59,81.4,693,153,27,27,100.0,16,22,72.7,3,4,75.0,0,0.0,0.2,0.0,1,2,3,2,2
Nathan Redmond,eng ENG,"FW,MF",29.0,12.0,0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,7.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,48,73,65.8,723,137,30,36,83.3,11,19,57.9,4,9,44.4,0,0.3,0.4,-0.3,3,3,4,1,8
Jack Cork,eng ENG,MF,34.0,4.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,25,33,75.8,370,77,13,16,81.3,10,10,100.0,1,3,33.3,0,0.0,0.0,0.0,0,5,0,0,4
Michael Obafemi,ie IRL,"FW,MF",23.0,2.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,9.0,0.0,0.0,,19.8,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,4,5,80.0,55,2,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Han-Noah Massengo,fr FRA,"MF,DF",22.0,3.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6,12,50.0,74,42,5,7,71.4,1,4,25.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
CJ Egan-Riley,eng ENG,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Vigouroux,cl CHI,GK,29.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gustavo Hamer,nl NED,MF,26.0,,34,2910.0,32.3,4.0,6.0,10.0,4.0,0.0,0.0,9.0,0.0,3.0,3.0,6.1,9.1,36.0,135.0,86.0,0.12,0.19,0.31,0.12,0.31,0.09,0.19,0.28,0.09,0.28,Matches,Sheffield Utd,36.0,,,,,,,,,,,,,,,,4.0,49.0,13.0,26.5,1.52,0.4,0.08,0.31,23.5,6.0,0.0,0.0,3.0,3.0,0.06,1.0,1.0,754,1102,68.4,12591,4875,371,449,82.6,266,346,76.9,80,222,36.0,6,6.1,4.6,-0.1,70,94,37,7,135
Jayden Bogle,eng ENG,DF,23.0,,32,2788.0,31.0,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,2.3,2.3,1.0,3.3,38.0,60.0,92.0,0.1,0.0,0.1,0.1,0.1,0.07,0.03,0.11,0.07,0.11,Matches,Sheffield Utd,34.0,,,,,,,,,,,,,,,,3.0,32.0,11.0,34.4,1.03,0.36,0.09,0.27,16.2,0.0,0.0,0.0,2.3,2.3,0.07,0.7,0.7,684,968,70.7,10589,3926,405,472,85.8,216,301,71.8,51,124,41.1,0,1.0,1.2,-1.0,10,45,20,5,60
Jack Robinson,eng ENG,DF,29.0,,31,2885.0,32.1,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.2,1.2,1.2,2.4,8.0,63.0,14.0,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,Matches,Sheffield Utd,34.0,,,,,,,,,,,,,,,,1.0,14.0,5.0,35.7,0.44,0.16,0.07,0.2,12.7,0.0,0.0,0.0,1.2,1.2,0.09,-0.2,-0.2,894,1254,71.3,17460,7680,318,364,87.4,452,554,81.6,113,286,39.5,1,1.2,1.0,-0.2,12,66,7,4,63
Vinicius Souza,br BRA,MF,24.0,,29,2668.0,29.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.2,0.8,7.0,66.0,21.0,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03,Matches,Sheffield Utd,36.0,,,,,,,,,,,,,,,,1.0,14.0,6.0,42.9,0.47,0.2,0.07,0.17,21.5,0.0,0.0,0.0,0.6,0.6,0.05,0.4,0.4,790,994,79.5,12856,3441,382,438,87.2,333,394,84.5,50,89,56.2,0,0.2,0.5,-0.2,4,60,5,1,66
Anel Ahmedhodžić,ba BIH,DF,24.0,,29,2649.0,29.4,2.0,0.0,2.0,2.0,0.0,0.0,11.0,1.0,3.1,3.1,0.8,4.0,15.0,43.0,21.0,0.07,0.0,0.07,0.07,0.07,0.11,0.03,0.14,0.11,0.14,Matches,Sheffield Utd,31.0,,,,,,,,,,,,,,,,2.0,19.0,5.0,26.3,0.65,0.17,0.11,0.4,11.9,0.0,0.0,0.0,3.1,3.1,0.17,-1.1,-1.1,745,988,75.4,12681,5037,334,384,87.0,345,422,81.8,53,137,38.7,0,0.8,0.6,-0.8,7,41,3,1,43
Wes Foderingham,eng ENG,GK,32.0,,29,2649.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sheffield Utd,30.0,79.0,2.68,204.0,130.0,63.7,3.0,4.0,22.0,1.0,3.4,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,595,1054,56.5,19592,15704,101,102,99.0,240,250,96.0,254,691,36.8,0,0.1,0.1,-0.1,1,19,2,0,0
Auston Trusty,us USA,DF,24.0,,28,2572.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,1.1,1.5,10.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches,Sheffield Utd,32.0,,,,,,,,,,,,,,,,0.0,8.0,2.0,25.0,0.28,0.07,0.0,0.0,13.0,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,701,920,76.2,12342,4628,281,330,85.2,355,443,80.1,50,106,47.2,0,1.1,0.8,-1.1,8,24,4,2,40
Cameron Archer,eng ENG,"FW,MF",22.0,,21,1832.0,20.4,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,5.5,5.5,2.8,8.3,33.0,15.0,113.0,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41,Matches,Sheffield Utd,29.0,,,,,,,,,,,,,,,,4.0,42.0,9.0,21.4,2.06,0.44,0.1,0.44,16.7,0.0,0.0,0.0,5.5,5.5,0.14,-1.5,-1.5,266,332,80.1,3245,471,171,207,82.6,64,69,92.8,5,9,55.6,1,2.8,1.4,-1.8,23,11,7,2,15
James Mcatee,eng ENG,"MF,FW",20.0,,20,1822.0,20.2,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,3.1,2.3,2.9,5.2,55.0,51.0,110.0,0.15,0.15,0.3,0.1,0.25,0.15,0.15,0.3,0.11,0.26,Matches,Sheffield Utd,30.0,,,,,,,,,,,,,,,,3.0,25.0,8.0,32.0,1.23,0.4,0.08,0.25,18.6,2.0,1.0,1.0,3.1,2.3,0.09,-0.1,-0.3,362,530,68.3,5320,1456,209,263,79.5,113,168,67.3,25,56,44.6,3,2.9,2.1,+0.1,28,30,25,3,51
Oliver Norwood,nir NIR,MF,32.0,,16,1440.0,16.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,1.1,0.3,0.6,0.9,3.0,73.0,10.0,0.06,0.0,0.06,0.0,0.0,0.07,0.04,0.11,0.02,0.06,Matches,Sheffield Utd,27.0,,,,,,,,,,,,,,,,1.0,14.0,5.0,35.7,0.87,0.31,0.0,0.0,32.9,0.0,1.0,1.0,1.1,0.3,0.02,-0.1,-0.3,634,911,69.6,12291,4646,246,296,83.1,262,321,81.6,105,253,41.5,0,0.6,1.2,-0.6,17,67,11,2,73
Oliver McBurnie,sct SCO,FW,27.0,,15,1280.0,14.2,6.0,3.0,9.0,4.0,2.0,2.0,7.0,2.0,6.9,5.3,2.0,7.3,6.0,30.0,60.0,0.42,0.21,0.63,0.28,0.49,0.48,0.14,0.62,0.37,0.51,Matches,Sheffield Utd,21.0,,,,,,,,,,,,,,,,6.0,31.0,15.0,48.4,2.18,1.05,0.13,0.27,11.9,0.0,2.0,2.0,6.9,5.3,0.17,-0.9,-1.3,242,408,59.3,2917,746,163,256,63.7,57,97,58.8,4,7,57.1,3,2.0,2.0,+1.0,12,27,5,1,30
Ben Osborn,eng ENG,"DF,MF",28.0,,14,1367.0,15.2,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.1,16.0,55.0,44.0,0.0,0.13,0.13,0.0,0.13,0.01,0.06,0.07,0.01,0.07,Matches,Sheffield Utd,24.0,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,0.26,0.0,0.0,,23.5,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,448,608,73.7,7007,2650,253,281,90.0,145,194,74.7,35,90,38.9,2,0.9,0.9,+1.1,13,34,11,8,55
Ben Brereton,cl CHI,"FW,MF",24.0,,14,1105.0,12.3,6.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,6.1,5.3,1.5,6.7,23.0,37.0,78.0,0.49,0.08,0.57,0.41,0.49,0.49,0.12,0.61,0.43,0.55,Matches,Sheffield Utd,14.0,,,,,,,,,,,,,,,,6.0,34.0,16.0,47.1,2.77,1.3,0.15,0.31,14.5,0.0,1.0,1.0,6.1,5.3,0.16,-0.1,-0.3,200,265,75.5,2833,720,127,149,85.2,58,76,76.3,12,17,70.6,1,1.5,1.1,-0.5,8,22,12,2,37
Andre Brooks,eng ENG,"MF,DF",19.0,,12,938.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,12.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Sheffield Utd,20.0,,,,,,,,,,,,,,,,0.0,9.0,2.0,22.2,0.86,0.19,0.0,0.0,19.5,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,196,261,75.1,2943,511,109,131,83.2,80,97,82.5,6,19,31.6,0,0.1,0.3,-0.1,3,11,5,0,18
George Baldock,gr GRE,DF,30.0,,11,969.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.8,0.8,9.0,31.0,24.0,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08,Matches,Sheffield Utd,13.0,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.09,0.0,0.0,,22.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,291,397,73.3,4602,1810,169,191,88.5,100,124,80.6,18,52,34.6,1,0.8,0.6,+0.2,7,18,11,4,31
Oliver Arblaster,eng ENG,MF,19.0,,11,943.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.8,13.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Sheffield Utd,12.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,100.0,0.1,0.1,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,349,438,79.7,5894,1788,173,200,86.5,146,166,88.0,26,50,52.0,0,0.7,0.9,-0.7,11,37,6,0,43
