Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err
Albert Sambi Lokonga,be BEL,MF,23.0,,16,1303.0,14.5,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.4,2.0,29.0,72.0,13.0,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,Matches,Luton Town,17.0,,,,,,,,,,,,,,,,1.0,8.0,2.0,25.0,0.55,0.14,0.13,0.5,20.9,0.0,0.0,0.0,0.6,0.6,0.08,0.4,0.4,669.0,766.0,87.3,11099.0,3318.0,319.0,348.0,91.7,253.0,285.0,88.8,55.0,76.0,72.4,3.0,1.4,0.8,1.6,9.0,68.0,6.0,1.0,72.0,694.0,67.0,28.0,5.0,11.0,13.0,8.0,2.0,1.0,1.0,0.0,669.0,5.0,3.0,27.0,1.86,22.0,0.0,0.0,1.0,3.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0
Jordan Clark,eng ENG,MF,29.0,,14,1304.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.3,2.2,21.0,51.0,39.0,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,Matches,Luton Town,23.0,,,,,,,,,,,,,,,,1.0,17.0,4.0,23.5,1.17,0.28,0.06,0.25,16.9,0.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0,369.0,513.0,71.9,6108.0,1636.0,180.0,231.0,77.9,136.0,173.0,78.6,33.0,63.0,52.4,1.0,1.3,1.2,-0.3,12.0,19.0,18.0,4.0,51.0,475.0,36.0,13.0,1.0,6.0,23.0,5.0,0.0,0.0,0.0,0.0,369.0,2.0,18.0,29.0,2.0,23.0,0.0,2.0,3.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,30,17,14,11,5,11,39,28.2,28,24,3,21,11,41,15,1
Andros Townsend,eng ENG,"MF,FW",32.0,,14,1210.0,13.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.3,2.5,47.0,35.0,71.0,0.07,0.22,0.3,0.07,0.3,0.09,0.1,0.19,0.09,0.19,Matches,Luton Town,27.0,,,,,,,,,,,,,,,,1.0,20.0,7.0,35.0,1.49,0.52,0.05,0.14,23.7,2.0,0.0,0.0,1.2,1.2,0.06,-0.2,-0.2,304.0,432.0,70.4,5162.0,1225.0,148.0,173.0,85.5,111.0,147.0,75.5,32.0,74.0,43.2,3.0,1.3,1.8,1.7,18.0,23.0,16.0,12.0,35.0,402.0,28.0,4.0,1.0,10.0,74.0,7.0,8.0,7.0,0.0,0.0,304.0,2.0,22.0,36.0,2.68,24.0,5.0,3.0,3.0,1.0,0.0,6.0,0.45,4.0,0.0,1.0,1.0,0.0,0.0,21,13,11,2,8,13,27,48.1,14,12,0,12,5,26,10,0
Tom Lockyer,wls WAL,DF,28.0,,14,1169.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.6,1.7,6.0,37.0,2.0,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,Matches,Luton Town,14.0,,,,,,,,,,,,,,,,1.0,7.0,1.0,14.3,0.54,0.08,0.14,1.0,8.5,0.0,0.0,0.0,1.1,1.1,0.15,-0.1,-0.1,301.0,422.0,71.3,6628.0,3120.0,81.0,104.0,77.9,158.0,189.0,83.6,57.0,113.0,50.4,1.0,0.6,0.3,0.4,3.0,37.0,4.0,0.0,37.0,401.0,20.0,17.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,301.0,1.0,7.0,10.0,0.77,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,25,16,17,6,2,15,22,68.2,7,23,13,10,23,48,68,0
Marvelous Nakamba,zw ZIM,MF,29.0,,13,1130.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.4,0.6,1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,Luton Town,13.0,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,0.4,0.0,0.0,,23.6,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,356.0,423.0,84.2,5622.0,1605.0,184.0,203.0,90.6,126.0,143.0,88.1,27.0,42.0,64.3,0.0,0.4,0.5,-0.4,7.0,27.0,2.0,1.0,36.0,404.0,18.0,14.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,356.0,1.0,10.0,13.0,1.03,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,24,24,14,2,24,42,57.1,18,23,6,17,11,51,11,1
Jacob Brown,sct SCO,"MF,FW",25.0,,12,1019.0,11.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,0.7,3.4,25.0,19.0,53.0,0.18,0.0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,Matches,Luton Town,19.0,,,,,,,,,,,,,,,,2.0,26.0,6.0,23.1,2.3,0.53,0.08,0.33,14.1,0.0,0.0,0.0,2.8,2.8,0.11,-0.8,-0.8,136.0,247.0,55.1,1865.0,626.0,91.0,127.0,71.7,35.0,56.0,62.5,6.0,24.0,25.0,0.0,0.7,0.4,-0.7,8.0,6.0,3.0,1.0,19.0,238.0,7.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,136.0,2.0,18.0,15.0,1.33,10.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,12,7,7,5,7,18,38.9,11,20,1,19,8,27,22,0
Pelly Ruddock Mpanzu,cd COD,MF,30.0,,11,1101.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.1,10.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Luton Town,27.0,,,,,,,,,,,,,,,,0.0,11.0,1.0,9.1,0.9,0.08,0.0,0.0,19.7,0.0,0.0,0.0,0.6,0.6,0.06,-0.6,-0.6,268.0,364.0,73.6,4413.0,1102.0,123.0,141.0,87.2,110.0,143.0,76.9,16.0,36.0,44.4,0.0,0.4,1.4,-0.4,6.0,17.0,13.0,2.0,34.0,338.0,24.0,7.0,0.0,7.0,11.0,8.0,2.0,0.0,0.0,0.0,268.0,2.0,13.0,19.0,1.55,12.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,6,6,1,5,9,55.6,4,15,7,8,9,22,16,3
Daiki Hashioka,jp JPN,DF,24.0,,6,595.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,3.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches,Luton Town,10.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.3,0.0,0.0,,18.1,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,227.0,282.0,80.5,3875.0,1580.0,101.0,108.0,93.5,107.0,126.0,84.9,16.0,34.0,47.1,0.0,0.7,0.3,-0.7,3.0,14.0,4.0,3.0,21.0,264.0,18.0,1.0,0.0,2.0,9.0,17.0,0.0,0.0,0.0,0.0,227.0,0.0,7.0,8.0,1.21,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,6,4,1,5,11,45.5,6,12,7,5,8,19,20,0
Ryan John Giles,eng ENG,"DF,MF",23.0,,5,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Luton Town,11.0,,,,,,,,,,,,,,,,0.0,2.0,2.0,100.0,0.36,0.36,0.0,0.0,14.2,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,140.0,218.0,64.2,2294.0,949.0,74.0,85.0,87.1,56.0,85.0,65.9,9.0,39.0,23.1,0.0,0.2,0.6,-0.2,5.0,10.0,10.0,6.0,17.0,157.0,61.0,6.0,0.0,0.0,49.0,41.0,14.0,6.0,8.0,0.0,140.0,0.0,8.0,12.0,2.15,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,4,3,1,2,7,28.6,5,2,0,2,4,12,22,0
Fred Onyedinma,eng ENG,"DF,MF",26.0,,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,9.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Luton Town,8.0,,,,,,,,,,,,,,,,0.0,5.0,2.0,40.0,1.11,0.44,0.0,0.0,12.9,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,91.0,135.0,67.4,1431.0,352.0,45.0,58.0,77.6,42.0,61.0,68.9,2.0,7.0,28.6,0.0,0.1,0.1,-0.1,2.0,4.0,2.0,1.0,6.0,97.0,38.0,1.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,91.0,0.0,7.0,5.0,1.11,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,7,3,0,5,12,41.7,7,3,0,3,1,11,13,0
Mads Juel Andersen,dk DEN,DF,25.0,,4,400.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,7.0,1.0,0.23,0.0,0.23,0.23,0.23,0.06,0.0,0.06,0.06,0.06,Matches,Luton Town,8.0,,,,,,,,,,,,,,,,1.0,3.0,1.0,33.3,0.68,0.23,0.33,1.0,9.2,0.0,0.0,0.0,0.3,0.3,0.09,0.7,0.7,87.0,117.0,74.4,1570.0,766.0,41.0,47.0,87.2,37.0,48.0,77.1,9.0,19.0,47.4,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,115.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,4,2,0,4,4,100.0,0,9,6,3,8,14,29,0
Cauley Woodrow,eng ENG,"FW,MF",28.0,,2,427.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.2,2.6,7.0,6.0,22.0,0.21,0.21,0.42,0.21,0.42,0.3,0.25,0.55,0.3,0.55,Matches,Luton Town,24.0,,,,,,,,,,,,,,,,1.0,16.0,4.0,25.0,3.37,0.84,0.06,0.25,18.7,1.0,0.0,0.0,1.4,1.4,0.09,-0.4,-0.4,110.0,152.0,72.4,1530.0,250.0,66.0,82.0,80.5,31.0,40.0,77.5,4.0,12.0,33.3,1.0,1.2,0.9,-0.2,9.0,5.0,4.0,4.0,6.0,145.0,6.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,2.0,0.0,110.0,1.0,7.0,17.0,3.57,13.0,0.0,1.0,2.0,1.0,0.0,2.0,0.42,2.0,0.0,0.0,0.0,0.0,0.0,16,10,8,4,4,9,16,56.3,7,7,1,6,1,17,14,0
Luke Berry,eng ENG,"MF,DF",31.0,,2,323.0,3.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.3,1.0,8.0,7.0,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35,Matches,Luton Town,17.0,,,,,,,,,,,,,,,,2.0,8.0,4.0,50.0,2.23,1.11,0.25,0.5,10.9,0.0,0.0,0.0,1.0,1.0,0.13,1.0,1.0,64.0,99.0,64.6,984.0,310.0,38.0,45.0,84.4,18.0,32.0,56.3,6.0,15.0,40.0,1.0,0.3,0.1,0.7,2.0,5.0,0.0,0.0,8.0,83.0,16.0,4.0,0.0,0.0,8.0,2.0,6.0,5.0,1.0,0.0,64.0,0.0,3.0,6.0,1.67,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.28,0.0,0.0,1.0,0.0,0.0,0.0,7,2,2,4,1,2,3,66.7,1,6,1,5,0,7,3,0
Joseph Johnson,eng ENG,DF,17.0,,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,30.0,36.0,83.3,646.0,228.0,9.0,9.0,100.0,16.0,17.0,94.1,5.0,9.0,55.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,33.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
James Shea,eng ENG,GK,32.0,,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,1.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,9.0,66.7,239.0,215.0,0.0,0.0,,3.0,3.0,100.0,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Zack Nelson,eng ENG,"MF,DF",18.0,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,2.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,4.0,100.0,41.0,0.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Allan Campbell,sct SCO,MF,25.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Chigozie,eng ENG,DF,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidan Francis,eng ENG,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylan Harris,eng ENG,FW,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Krul,nl NED,GK,35.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Luker,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominic Martins,pt POR,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Mcatee,eng ENG,"FW,MF",24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Piesold,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Potts,eng ENG,DF,29.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sander Berge,no NOR,MF,25.0,37.0,34,3005.0,33.4,1.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0,1.9,1.9,2.4,4.3,64.0,164.0,29.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,25.0,3.0,12.0,0.75,0.09,0.04,0.33,17.6,0.0,0.0,0.0,1.9,1.9,0.08,-0.9,-0.9,1376.0,1562.0,88.1,24429.0,5168.0,568.0,637.0,89.2,658.0,711.0,92.5,125.0,154.0,81.2,2.0,2.4,1.6,-0.4,29.0,129.0,16.0,1.0,164.0,1529.0,31.0,21.0,7.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,1376.0,2.0,14.0,67.0,2.01,63.0,0.0,3.0,0.0,1.0,0.0,8.0,0.24,7.0,0.0,1.0,0.0,0.0,0.0,76,46,35,36,5,34,58,58.6,24,49,20,29,23,99,60,2
Dara O'Shea,ie IRL,DF,24.0,33.0,32,2892.0,32.1,3.0,4.0,7.0,3.0,0.0,0.0,5.0,1.0,0.7,0.7,2.0,2.7,32.0,122.0,10.0,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,Matches,Burnley,,,,,,,,,,,,,,,,,3.0,19.0,5.0,26.3,0.59,0.16,0.16,0.6,10.6,0.0,0.0,0.0,0.7,0.7,0.04,2.3,2.3,1393.0,1759.0,79.2,27584.0,10235.0,459.0,551.0,83.3,752.0,854.0,88.1,168.0,304.0,55.3,4.0,2.0,1.0,2.0,13.0,139.0,6.0,3.0,122.0,1705.0,47.0,34.0,3.0,10.0,11.0,9.0,0.0,0.0,0.0,0.0,1393.0,7.0,19.0,32.0,1.0,27.0,0.0,0.0,3.0,1.0,1.0,6.0,0.19,6.0,0.0,0.0,0.0,0.0,0.0,39,20,22,14,3,11,26,42.3,15,41,30,11,35,74,158,2
James Trafford,eng ENG,GK,20.0,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,,62.0,2.21,166.0,106.0,65.7,3.0,5.0,20.0,2.0,7.1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1009.0,1541.0,65.5,23601.0,16311.0,318.0,323.0,98.5,451.0,464.0,97.2,235.0,735.0,32.0,0.0,0.0,0.1,0.0,0.0,24.0,1.0,0.0,6.0,1203.0,327.0,129.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,11.0,5.0,7.0,0.25,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,18,1
Zeki Amdouni,ch SUI,FW,22.0,34.0,27,1953.0,21.7,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,5.8,5.0,1.4,6.5,63.0,49.0,93.0,0.23,0.05,0.28,0.18,0.23,0.27,0.07,0.33,0.23,0.3,Matches,Burnley,,,,,,,,,,,,,,,,,5.0,48.0,21.0,43.8,2.21,0.97,0.08,0.19,17.8,0.0,1.0,1.0,5.8,5.0,0.1,-0.8,-1.0,396.0,500.0,79.2,6229.0,1153.0,216.0,265.0,81.5,141.0,161.0,87.6,24.0,35.0,68.6,1.0,1.4,1.3,-0.4,16.0,28.0,9.0,0.0,49.0,445.0,51.0,2.0,7.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,396.0,4.0,19.0,50.0,2.3,30.0,0.0,5.0,7.0,5.0,3.0,4.0,0.18,1.0,0.0,2.0,0.0,1.0,0.0,27,18,1,15,11,7,25,28.0,18,23,10,13,9,36,10,0
Vitinho,br BRA,"DF,MF",24.0,32.0,26,2314.0,25.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,1.3,2.9,59.0,66.0,110.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,25.0,4.0,16.0,0.97,0.16,0.0,0.0,18.0,0.0,0.0,0.0,1.6,1.6,0.06,-1.6,-1.6,715.0,994.0,71.9,11588.0,3536.0,373.0,445.0,83.8,282.0,398.0,70.9,45.0,84.0,53.6,2.0,1.3,1.2,0.7,11.0,56.0,19.0,4.0,66.0,804.0,186.0,8.0,4.0,1.0,56.0,178.0,0.0,0.0,0.0,0.0,715.0,4.0,28.0,44.0,1.71,33.0,2.0,4.0,3.0,1.0,1.0,6.0,0.23,5.0,0.0,0.0,0.0,1.0,0.0,64,34,36,22,6,43,86,50.0,43,44,6,38,12,76,47,4
Charlie Taylor,eng ENG,DF,29.0,28.0,25,2331.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.2,0.2,1.2,1.5,36.0,82.0,81.0,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,10.0,1.0,10.0,0.39,0.04,0.1,1.0,25.8,0.0,0.0,0.0,0.2,0.2,0.02,0.8,0.8,995.0,1312.0,75.8,16535.0,5292.0,520.0,590.0,88.1,380.0,488.0,77.9,76.0,169.0,45.0,1.0,1.2,1.7,-0.2,15.0,69.0,19.0,14.0,82.0,1099.0,206.0,14.0,0.0,7.0,71.0,192.0,0.0,0.0,0.0,0.0,995.0,7.0,28.0,34.0,1.31,30.0,0.0,0.0,2.0,1.0,1.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,35,20,19,14,2,17,35,48.6,18,27,11,16,19,54,78,0
Wilson Odobert,fr FRA,"MF,FW",18.0,29.0,25,2098.0,23.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.8,2.8,3.3,6.1,102.0,58.0,123.0,0.13,0.09,0.21,0.13,0.21,0.12,0.14,0.26,0.12,0.26,Matches,Burnley,,,,,,,,,,,,,,,,,3.0,49.0,14.0,28.6,2.1,0.6,0.06,0.21,19.4,0.0,0.0,0.0,2.8,2.8,0.06,0.2,0.2,446.0,584.0,76.4,6236.0,1559.0,285.0,330.0,86.4,134.0,173.0,77.5,16.0,31.0,51.6,2.0,3.3,3.6,-1.3,31.0,34.0,19.0,5.0,58.0,567.0,15.0,0.0,3.0,2.0,35.0,2.0,1.0,0.0,1.0,0.0,446.0,2.0,33.0,76.0,3.26,55.0,0.0,10.0,8.0,3.0,0.0,4.0,0.17,3.0,0.0,0.0,1.0,0.0,0.0,17,13,8,5,4,6,22,27.3,16,26,2,24,6,23,14,0
